review_text,star_rating,timestamp,clean_text,normalized_text,sentiment,aspects
"Pengiriman cepat bgt, skincare original.",5,2026-09-15 03:14:08,pengiriman cepat bgt skincare original,pengiriman cepat banget skincare original,Positive,"Shipping/Delivery,Product Quality"
"Pengirimannya lama bgt, abang kurir lambat, baju penyok.",1,2026-03-27 00:14:08,pengirimannya lama bgt abang kurir lambat baju penyok,pengiriman lama banget abang kurir lambat baju penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Pengiriman cepat banget, skincare original.",5,2026-05-06 09:14:08,pengiriman cepat banget skincare original,pengiriman cepat banget skincare original,Positive,"Shipping/Delivery,Product Quality"
"hp bagus, packing aman pake bubble wrap.",5,2025-11-04 12:14:08,hp bagus packing aman pake bubble wrap,hp bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Mantap, jam tangan kualitasnya original juara.",4,2026-07-30 20:14:08,mantap jam tangan kualitasnya original juara,mantap jam tangan kualitasnya original juara,Positive,Product Quality
"Kecewa, sepatu cacat tidak sesuai gambar.",1,2026-08-02 04:14:08,kecewa sepatu cacat tidak sesuai gambar,kecewa sepatu cacat tidak sesuai gambar,Negative,Product Quality
"Pengirimannya lama banget, kurir lambat, tas penyok.",1,2026-05-27 14:14:08,pengirimannya lama banget kurir lambat tas penyok,pengiriman lama banget kurir lambat tas penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Kecewa, jam tangan cacat tidak sesuai gambar.",1,2026-05-26 07:14:08,kecewa jam tangan cacat tidak sesuai gambar,kecewa jam tangan cacat tidak sesuai gambar,Negative,Product Quality
"Admin ramah responnya cepat, hp sesuai deskripsi.",4,2026-04-05 16:14:08,admin ramah responnya cepat hp sesuai deskripsi,admin ramah responnya cepat hp sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Mantap, tas kualitasnya original juara.",4,2026-01-04 08:14:08,mantap tas kualitasnya original juara,mantap tas kualitasnya original juara,Positive,Product Quality
"Admin ramah responnya cepat, hp sesuai deskripsi.",4,2025-11-22 19:14:08,admin ramah responnya cepat hp sesuai deskripsi,admin ramah responnya cepat hp sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Admin ramah responnya cepat, tas sesuai deskripsi.",5,2025-11-20 02:14:08,admin ramah responnya cepat tas sesuai deskripsi,admin ramah responnya cepat tas sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Kecewa, baju cacat tdk sesuai gambar.",1,2025-09-28 04:14:08,kecewa baju cacat tdk sesuai gambar,kecewa baju cacat tidak sesuai gambar,Negative,Product Quality
"Admin acuh, respon lambat, tas sptnya tiruan.",1,2026-05-28 12:14:08,admin acuh respon lambat tas sptnya tiruan,admin acuh respon lambat tas sptnya tiruan,Negative,"Shipping/Delivery,Product Quality,Customer Service"
"sepatu cacat, packing rusak dan bocor.",2,2026-08-24 00:14:08,sepatu cacat packing rusak dan bocor,sepatu cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"Bagus bgt, abang kurir juga ramah recommended seller.",4,2025-09-20 16:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"hp bagus, packing aman pake bubble wrap.",4,2026-01-19 17:14:08,hp bagus packing aman pake bubble wrap,hp bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Bagus bgt, kurir juga ramah recommended seller.",5,2026-09-10 19:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Mantap, baju kualitasnya original juara.",5,2026-04-02 03:14:08,mantap baju kualitasnya original juara,mantap baju kualitasnya original juara,Positive,Product Quality
"Pengiriman cepat bgt, hp original.",5,2025-12-03 21:14:08,pengiriman cepat bgt hp original,pengiriman cepat banget hp original,Positive,"Shipping/Delivery,Product Quality"
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2026-01-15 23:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"tas bagus, packing aman pake bubble wrap.",5,2026-05-24 13:14:08,tas bagus packing aman pake bubble wrap,tas bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Admin acuh, respon lambat, tas sepertinya tiruan.",2,2026-01-03 04:14:08,admin acuh respon lambat tas sepertinya tiruan,admin acuh respon lambat tas sepertinya tiruan,Negative,"Shipping/Delivery,Product Quality,Customer Service"
"hp cacat, packing rusak dan bocor.",1,2026-02-07 04:14:08,hp cacat packing rusak dan bocor,hp cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"hp cacat, packing rusak dan bocor.",1,2026-09-04 04:14:08,hp cacat packing rusak dan bocor,hp cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"Pengiriman cepat banget, sepatu original.",5,2026-04-26 21:14:08,pengiriman cepat banget sepatu original,pengiriman cepat banget sepatu original,Positive,"Shipping/Delivery,Product Quality"
sepatu lumayan lah buat harga segini.,3,2026-02-02 12:14:08,sepatu lumayan lah buat harga segini,sepatu lumayan lah buat harga segini,Neutral,General
"Kurir lambat, jam tangan hancur pas sampai ga pake bubble wrap.",1,2025-10-16 14:14:08,kurir lambat jam tangan hancur pas sampai ga pake bubble wrap,kurir lambat jam tangan hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"Mantap, jam tangan kualitasnya original juara.",4,2026-08-18 00:14:08,mantap jam tangan kualitasnya original juara,mantap jam tangan kualitasnya original juara,Positive,Product Quality
"Pengirimannya lama bgt, abang kurir lambat, sepatu penyok.",2,2026-02-22 21:14:08,pengirimannya lama bgt abang kurir lambat sepatu penyok,pengiriman lama banget abang kurir lambat sepatu penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Admin ramah responnya cepat, sepatu sesuai deskripsi.",4,2025-12-14 11:14:08,admin ramah responnya cepat sepatu sesuai deskripsi,admin ramah responnya cepat sepatu sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Admin ramah responnya cepat, tas sesuai deskripsi.",5,2025-12-12 15:14:08,admin ramah responnya cepat tas sesuai deskripsi,admin ramah responnya cepat tas sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Pengiriman cepat banget, sepatu original.",5,2026-07-29 02:14:08,pengiriman cepat banget sepatu original,pengiriman cepat banget sepatu original,Positive,"Shipping/Delivery,Product Quality"
"baju bagus, packing aman pake bubble wrap.",5,2026-06-13 10:14:08,baju bagus packing aman pake bubble wrap,baju bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Pengiriman cepat banget, jam tangan original.",5,2025-09-25 15:14:08,pengiriman cepat banget jam tangan original,pengiriman cepat banget jam tangan original,Positive,"Shipping/Delivery,Product Quality"
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2026-09-11 11:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Mantap, hp kualitasnya original juara.",5,2026-06-30 00:14:08,mantap hp kualitasnya original juara,mantap hp kualitasnya original juara,Positive,Product Quality
"Bagus bgt, abang kurir juga ramah recommended seller.",4,2026-05-31 01:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Admin acuh, respon lambat, tas sptnya tiruan.",2,2026-03-26 07:14:08,admin acuh respon lambat tas sptnya tiruan,admin acuh respon lambat tas sptnya tiruan,Negative,"Shipping/Delivery,Product Quality,Customer Service"
"Gpp lah, agak lama tapi skincare masih utuh.",3,2026-04-13 04:14:08,gpp lah agak lama tapi skincare masih utuh,tidak apa-apa lah agak lama tapi skincare masih utuh,Neutral,"Shipping/Delivery,Product Quality"
"Admin acuh, respon lambat, sepatu sepertinya tiruan.",1,2026-03-09 04:14:08,admin acuh respon lambat sepatu sepertinya tiruan,admin acuh respon lambat sepatu sepertinya tiruan,Negative,"Shipping/Delivery,Product Quality,Customer Service"
"Pengiriman cepat bgt, baju original.",5,2026-09-06 15:14:08,pengiriman cepat bgt baju original,pengiriman cepat banget baju original,Positive,"Shipping/Delivery,Product Quality"
"Kurir lambat, baju hancur pas sampai ga pake bubble wrap.",1,2026-02-21 02:14:08,kurir lambat baju hancur pas sampai ga pake bubble wrap,kurir lambat baju hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"Bagus bgt, kurir juga ramah recommended seller.",5,2026-07-12 19:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"hp sampai dengan selamat, original sih tapi pengiriman lambat.",3,2025-10-07 02:14:08,hp sampai dengan selamat original sih tapi pengiriman lambat,hp sampai dengan selamat original sih tapi pengiriman lambat,Neutral,"Shipping/Delivery,Product Quality"
"tas cacat, packing rusak dan bocor.",1,2025-12-23 13:14:08,tas cacat packing rusak dan bocor,tas cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"Admin ramah responnya cepat, skincare sesuai deskripsi.",4,2026-08-25 05:14:08,admin ramah responnya cepat skincare sesuai deskripsi,admin ramah responnya cepat skincare sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"skincare bagus, packing aman pake bubble wrap.",5,2026-06-18 10:14:08,skincare bagus packing aman pake bubble wrap,skincare bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"skincare cacat, packing rusak dan bocor.",2,2026-05-10 12:14:08,skincare cacat packing rusak dan bocor,skincare cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"Mantap, jam tangan kualitasnya original juara.",5,2025-11-19 01:14:08,mantap jam tangan kualitasnya original juara,mantap jam tangan kualitasnya original juara,Positive,Product Quality
"Pengiriman cepat banget, jam tangan original.",4,2026-06-22 23:14:08,pengiriman cepat banget jam tangan original,pengiriman cepat banget jam tangan original,Positive,"Shipping/Delivery,Product Quality"
"skincare bagus, packing aman pake bubble wrap.",5,2026-03-17 11:14:08,skincare bagus packing aman pake bubble wrap,skincare bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"hp bgs, packing aman pake bubble wrap.",5,2025-11-08 16:14:08,hp bgs packing aman pake bubble wrap,hp bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"skincare bagus, packing aman pake bubble wrap.",5,2026-06-02 22:14:08,skincare bagus packing aman pake bubble wrap,skincare bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Mantap, baju kualitasnya original juara.",5,2026-08-26 18:14:08,mantap baju kualitasnya original juara,mantap baju kualitasnya original juara,Positive,Product Quality
"Admin ramah responnya cepat, baju sesuai deskripsi.",5,2026-01-20 01:14:08,admin ramah responnya cepat baju sesuai deskripsi,admin ramah responnya cepat baju sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Admin ramah responnya cepat, baju sesuai deskripsi.",5,2025-09-24 22:14:08,admin ramah responnya cepat baju sesuai deskripsi,admin ramah responnya cepat baju sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Pengirimannya lama banget, kurir lambat, skincare penyok.",1,2026-01-26 08:14:08,pengirimannya lama banget kurir lambat skincare penyok,pengiriman lama banget kurir lambat skincare penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Bagus bgt, kurir juga ramah recommended seller.",5,2025-12-12 03:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Mantap, skincare kualitasnya original juara.",5,2026-07-28 10:14:08,mantap skincare kualitasnya original juara,mantap skincare kualitasnya original juara,Positive,Product Quality
"baju bgs, packing aman pake bubble wrap.",5,2025-12-21 00:14:08,baju bgs packing aman pake bubble wrap,baju bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Admin acuh, respon lambat, tas sptnya tiruan.",2,2026-06-02 19:14:08,admin acuh respon lambat tas sptnya tiruan,admin acuh respon lambat tas sptnya tiruan,Negative,"Shipping/Delivery,Product Quality,Customer Service"
"Mantap, baju kualitasnya original juara.",5,2026-09-05 18:14:08,mantap baju kualitasnya original juara,mantap baju kualitasnya original juara,Positive,Product Quality
"Admin acuh, respon lambat, skincare sepertinya tiruan.",1,2026-04-02 05:14:08,admin acuh respon lambat skincare sepertinya tiruan,admin acuh respon lambat skincare sepertinya tiruan,Negative,"Shipping/Delivery,Product Quality,Customer Service"
"Mantap, hp kualitasnya original juara.",5,2026-09-08 09:14:08,mantap hp kualitasnya original juara,mantap hp kualitasnya original juara,Positive,Product Quality
"Kecewa, skincare cacat tidak sesuai gambar.",1,2026-01-14 02:14:08,kecewa skincare cacat tidak sesuai gambar,kecewa skincare cacat tidak sesuai gambar,Negative,Product Quality
"jam tangan sampai dengan selamat, original sih tapi pengirimannya lambat.",3,2026-05-17 09:14:08,jam tangan sampai dengan selamat original sih tapi pengirimannya lambat,jam tangan sampai dengan selamat original sih tapi pengiriman lambat,Neutral,"Shipping/Delivery,Product Quality"
"Kurir lambat, baju hancur pas sampai ga pake bubble wrap.",1,2025-10-15 12:14:08,kurir lambat baju hancur pas sampai ga pake bubble wrap,kurir lambat baju hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"tas sampai dengan selamat, original sih tapi pengiriman lambat.",3,2025-11-20 17:14:08,tas sampai dengan selamat original sih tapi pengiriman lambat,tas sampai dengan selamat original sih tapi pengiriman lambat,Neutral,"Shipping/Delivery,Product Quality"
"Pengirimannya lama banget, kurir lambat, hp penyok.",1,2025-12-04 16:14:08,pengirimannya lama banget kurir lambat hp penyok,pengiriman lama banget kurir lambat hp penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Admin ramah responnya cepat, tas sesuai deskripsi.",5,2026-07-09 20:14:08,admin ramah responnya cepat tas sesuai deskripsi,admin ramah responnya cepat tas sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Pengiriman cepat banget, jam tangan original.",4,2025-12-04 17:14:08,pengiriman cepat banget jam tangan original,pengiriman cepat banget jam tangan original,Positive,"Shipping/Delivery,Product Quality"
"Kurir lambat, sepatu hancur pas sampai ga pake bubble wrap.",1,2026-01-28 01:14:08,kurir lambat sepatu hancur pas sampai ga pake bubble wrap,kurir lambat sepatu hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"skincare bgs, packing aman pake bubble wrap.",5,2026-05-18 22:14:08,skincare bgs packing aman pake bubble wrap,skincare bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"sepatu bagus, packing aman pake bubble wrap.",5,2026-09-17 21:14:08,sepatu bagus packing aman pake bubble wrap,sepatu bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"skincare bgs, packing aman pake bubble wrap.",5,2025-12-03 05:14:08,skincare bgs packing aman pake bubble wrap,skincare bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2026-06-21 02:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Pengiriman cepat bgt, hp original.",5,2026-04-24 00:14:08,pengiriman cepat bgt hp original,pengiriman cepat banget hp original,Positive,"Shipping/Delivery,Product Quality"
"Pengiriman cepat banget, tas original.",5,2025-12-05 03:14:08,pengiriman cepat banget tas original,pengiriman cepat banget tas original,Positive,"Shipping/Delivery,Product Quality"
"Pengiriman cepat bgt, hp original.",4,2026-08-20 14:14:08,pengiriman cepat bgt hp original,pengiriman cepat banget hp original,Positive,"Shipping/Delivery,Product Quality"
"tas cacat, packing rusak dan bocor.",2,2026-03-28 06:14:08,tas cacat packing rusak dan bocor,tas cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"hp cacat, packing rusak dan bocor.",1,2026-05-07 13:14:08,hp cacat packing rusak dan bocor,hp cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"Admin ramah responnya cepat, hp sesuai deskripsi.",5,2026-02-11 13:14:08,admin ramah responnya cepat hp sesuai deskripsi,admin ramah responnya cepat hp sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"jam tangan cacat, packing rusak dan bocor.",2,2025-12-13 13:14:08,jam tangan cacat packing rusak dan bocor,jam tangan cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"skincare cacat, packing rusak dan bocor.",1,2026-05-25 12:14:08,skincare cacat packing rusak dan bocor,skincare cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
skincare lumayan lah buat harga segini.,3,2026-02-25 09:14:08,skincare lumayan lah buat harga segini,skincare lumayan lah buat harga segini,Neutral,General
"Kecewa, tas cacat tdk sesuai gambar.",1,2026-03-16 14:14:08,kecewa tas cacat tdk sesuai gambar,kecewa tas cacat tidak sesuai gambar,Negative,Product Quality
"Pengirimannya lama bgt, abang kurir lambat, sepatu penyok.",1,2026-07-27 17:14:08,pengirimannya lama bgt abang kurir lambat sepatu penyok,pengiriman lama banget abang kurir lambat sepatu penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"hp bagus, packing aman pake bubble wrap.",5,2026-08-20 10:14:08,hp bagus packing aman pake bubble wrap,hp bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Pengiriman cepat bgt, baju original.",5,2026-05-17 03:14:08,pengiriman cepat bgt baju original,pengiriman cepat banget baju original,Positive,"Shipping/Delivery,Product Quality"
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2025-10-24 13:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Pengiriman cepat bgt, skincare original.",5,2026-04-24 05:14:08,pengiriman cepat bgt skincare original,pengiriman cepat banget skincare original,Positive,"Shipping/Delivery,Product Quality"
"Kurir lambat, sepatu hancur pas sampai ga pake bubble wrap.",2,2026-07-18 04:14:08,kurir lambat sepatu hancur pas sampai ga pake bubble wrap,kurir lambat sepatu hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"Mantap, baju kualitasnya original juara.",5,2026-02-12 00:14:08,mantap baju kualitasnya original juara,mantap baju kualitasnya original juara,Positive,Product Quality
"Admin ramah responnya cepat, baju sesuai deskripsi.",5,2026-09-20 06:14:08,admin ramah responnya cepat baju sesuai deskripsi,admin ramah responnya cepat baju sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Admin ramah responnya cepat, tas sesuai deskripsi.",5,2026-08-04 12:14:08,admin ramah responnya cepat tas sesuai deskripsi,admin ramah responnya cepat tas sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
tas lumayan lah buat harga segini.,3,2026-08-18 12:14:08,tas lumayan lah buat harga segini,tas lumayan lah buat harga segini,Neutral,General
"Kecewa, tas cacat tidak sesuai gambar.",2,2025-12-02 03:14:08,kecewa tas cacat tidak sesuai gambar,kecewa tas cacat tidak sesuai gambar,Negative,Product Quality
"Kecewa, baju cacat tidak sesuai gambar.",2,2026-02-12 11:14:08,kecewa baju cacat tidak sesuai gambar,kecewa baju cacat tidak sesuai gambar,Negative,Product Quality
"Mantap, baju kualitasnya original juara.",4,2025-10-24 12:14:08,mantap baju kualitasnya original juara,mantap baju kualitasnya original juara,Positive,Product Quality
"Pengiriman cepat banget, hp original.",5,2025-11-27 05:14:08,pengiriman cepat banget hp original,pengiriman cepat banget hp original,Positive,"Shipping/Delivery,Product Quality"
"Pengirimannya lama banget, kurir lambat, sepatu penyok.",1,2026-01-10 22:14:08,pengirimannya lama banget kurir lambat sepatu penyok,pengiriman lama banget kurir lambat sepatu penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Kurir lambat, sepatu hancur pas sampai ga pake bubble wrap.",1,2026-02-16 18:14:08,kurir lambat sepatu hancur pas sampai ga pake bubble wrap,kurir lambat sepatu hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"jam tangan bagus, packing aman pake bubble wrap.",5,2025-10-18 01:14:08,jam tangan bagus packing aman pake bubble wrap,jam tangan bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Mantap, sepatu kualitasnya original juara.",4,2025-11-28 22:14:08,mantap sepatu kualitasnya original juara,mantap sepatu kualitasnya original juara,Positive,Product Quality
"Kurir lambat, sepatu hancur pas sampai ga pake bubble wrap.",2,2025-10-16 09:14:08,kurir lambat sepatu hancur pas sampai ga pake bubble wrap,kurir lambat sepatu hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"Mantap, sepatu kualitasnya original juara.",5,2025-11-13 04:14:08,mantap sepatu kualitasnya original juara,mantap sepatu kualitasnya original juara,Positive,Product Quality
"Mantap, skincare kualitasnya original juara.",5,2026-01-09 19:14:08,mantap skincare kualitasnya original juara,mantap skincare kualitasnya original juara,Positive,Product Quality
"Mantap, jam tangan kualitasnya original juara.",5,2026-03-01 09:14:08,mantap jam tangan kualitasnya original juara,mantap jam tangan kualitasnya original juara,Positive,Product Quality
"baju bgs, packing aman pake bubble wrap.",5,2026-07-25 04:14:08,baju bgs packing aman pake bubble wrap,baju bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"hp bagus, packing aman pake bubble wrap.",5,2026-09-10 04:14:08,hp bagus packing aman pake bubble wrap,hp bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Mantap, jam tangan kualitasnya original juara.",5,2026-03-18 13:14:08,mantap jam tangan kualitasnya original juara,mantap jam tangan kualitasnya original juara,Positive,Product Quality
"Admin ramah responnya cepat, sepatu sesuai deskripsi.",5,2026-09-12 02:14:08,admin ramah responnya cepat sepatu sesuai deskripsi,admin ramah responnya cepat sepatu sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Admin ramah responnya cepat, skincare sesuai deskripsi.",4,2026-02-22 14:14:08,admin ramah responnya cepat skincare sesuai deskripsi,admin ramah responnya cepat skincare sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"tas cacat, packing rusak dan bocor.",2,2026-01-29 14:14:08,tas cacat packing rusak dan bocor,tas cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
baju lumayan lah buat harga segini.,3,2026-02-23 11:14:08,baju lumayan lah buat harga segini,baju lumayan lah buat harga segini,Neutral,General
"Pengiriman cepat bgt, jam tangan original.",5,2026-08-26 19:14:08,pengiriman cepat bgt jam tangan original,pengiriman cepat banget jam tangan original,Positive,"Shipping/Delivery,Product Quality"
"Mantap, skincare kualitasnya original juara.",5,2026-04-01 00:14:08,mantap skincare kualitasnya original juara,mantap skincare kualitasnya original juara,Positive,Product Quality
"Pengirimannya lama banget, kurir lambat, tas penyok.",2,2026-09-18 01:14:08,pengirimannya lama banget kurir lambat tas penyok,pengiriman lama banget kurir lambat tas penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Pengirimannya lama banget, kurir lambat, tas penyok.",1,2025-11-30 08:14:08,pengirimannya lama banget kurir lambat tas penyok,pengiriman lama banget kurir lambat tas penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Mantap, tas kualitasnya original juara.",5,2025-10-18 00:14:08,mantap tas kualitasnya original juara,mantap tas kualitasnya original juara,Positive,Product Quality
"Gpp lah, agak lama tapi tas masih utuh.",3,2026-08-20 00:14:08,gpp lah agak lama tapi tas masih utuh,tidak apa-apa lah agak lama tapi tas masih utuh,Neutral,"Shipping/Delivery,Product Quality"
"sepatu bagus, packing aman pake bubble wrap.",5,2026-04-17 10:14:08,sepatu bagus packing aman pake bubble wrap,sepatu bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2026-04-17 05:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"baju bagus, packing aman pake bubble wrap.",5,2026-09-08 15:14:08,baju bagus packing aman pake bubble wrap,baju bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Pengirimannya lama banget, kurir lambat, jam tangan penyok.",2,2026-07-27 15:14:08,pengirimannya lama banget kurir lambat jam tangan penyok,pengiriman lama banget kurir lambat jam tangan penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Admin acuh, respon lambat, baju sptnya tiruan.",1,2025-09-28 01:14:08,admin acuh respon lambat baju sptnya tiruan,admin acuh respon lambat baju sptnya tiruan,Negative,"Shipping/Delivery,Product Quality,Customer Service"
"sepatu cacat, packing rusak dan bocor.",2,2026-01-23 00:14:08,sepatu cacat packing rusak dan bocor,sepatu cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"sepatu bagus, packing aman pake bubble wrap.",4,2026-08-27 18:14:08,sepatu bagus packing aman pake bubble wrap,sepatu bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Bagus bgt, abang kurir juga ramah recommended seller.",4,2026-08-03 00:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Mantap, tas kualitasnya original juara.",4,2026-02-19 00:14:08,mantap tas kualitasnya original juara,mantap tas kualitasnya original juara,Positive,Product Quality
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2025-11-27 16:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Admin ramah responnya cepat, skincare sesuai deskripsi.",4,2026-07-27 07:14:08,admin ramah responnya cepat skincare sesuai deskripsi,admin ramah responnya cepat skincare sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Mantap, jam tangan kualitasnya original juara.",5,2026-09-15 20:14:08,mantap jam tangan kualitasnya original juara,mantap jam tangan kualitasnya original juara,Positive,Product Quality
"Admin ramah responnya cepat, jam tangan sesuai deskripsi.",5,2026-06-09 15:14:08,admin ramah responnya cepat jam tangan sesuai deskripsi,admin ramah responnya cepat jam tangan sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Admin ramah responnya cepat, jam tangan sesuai deskripsi.",5,2026-05-06 01:14:08,admin ramah responnya cepat jam tangan sesuai deskripsi,admin ramah responnya cepat jam tangan sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"sepatu bagus, packing aman pake bubble wrap.",5,2026-08-11 17:14:08,sepatu bagus packing aman pake bubble wrap,sepatu bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Admin ramah responnya cepat, skincare sesuai deskripsi.",4,2026-08-08 22:14:08,admin ramah responnya cepat skincare sesuai deskripsi,admin ramah responnya cepat skincare sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Admin ramah responnya cepat, tas sesuai deskripsi.",5,2026-05-30 16:14:08,admin ramah responnya cepat tas sesuai deskripsi,admin ramah responnya cepat tas sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Pengiriman cepat bgt, jam tangan original.",5,2026-05-10 21:14:08,pengiriman cepat bgt jam tangan original,pengiriman cepat banget jam tangan original,Positive,"Shipping/Delivery,Product Quality"
